activity_id,opportunity_id,activity_date,activity_type,channel,activity_status
7564,756,2025-05-05,"Proposal Follow-up",Email,Completed
7565,756,2025-05-11,Call,Phone,Completed
7571,757,2025-12-28,"Proposal Follow-up",Email,Completed
7572,757,2026-01-03,Call,Phone,Completed
7573,757,2026-01-09,Demo,Video,"No Response"
7574,757,2026-01-15,Email,In-person,Completed
7575,757,2026-01-17,Meeting,Email,Completed
7581,758,2025-05-17,Email,In-person,Completed
7582,758,2025-05-19,Meeting,Email,"No Response"
7583,758,2025-05-25,"Proposal Follow-up",Phone,Completed
7584,758,2025-05-31,Call,Video,Completed
7591,759,2026-01-23,Call,Video,Completed
7592,759,2026-01-29,Demo,In-person,Completed
7593,759,2026-01-31,Email,Email,Completed
7594,759,2026-02-06,Meeting,Phone,Completed
7601,760,2025-06-08,Meeting,Phone,Completed
7602,760,2025-06-14,"Proposal Follow-up",Video,Completed
7603,760,2025-06-20,Call,In-person,Completed
7604,760,2025-06-22,Demo,Email,"No Response"
7611,761,2025-06-19,Demo,Email,Completed
7612,761,2025-06-25,Email,Phone,Completed
7613,761,2025-07-01,Meeting,Video,"No Response"
7614,761,2025-07-07,"Proposal Follow-up",In-person,Completed
7621,762,2026-03-01,"Proposal Follow-up",In-person,Completed
7622,762,2026-03-03,Call,Email,Completed
7623,762,2026-03-09,Demo,Phone,Completed
7624,762,2026-03-15,Email,Video,Completed
7625,762,2026-03-21,Meeting,In-person,Completed
7631,763,2025-07-15,Email,Video,Completed
7632,763,2025-07-21,Meeting,In-person,Completed
7641,764,2026-03-23,Call,Phone,Completed
7642,764,2026-03-29,Demo,Video,Completed
7643,764,2026-04-04,Email,In-person,Completed
7651,765,2025-08-06,Meeting,Email,Completed
7652,765,2025-08-12,"Proposal Follow-up",Phone,Completed
7653,765,2025-08-18,Call,Video,Completed
7654,765,2025-08-24,Demo,In-person,Completed
7661,766,2026-04-18,Demo,In-person,Completed
7662,766,2026-04-20,Email,Email,Completed
7663,766,2026-04-26,Meeting,Phone,Completed
7671,767,2025-09-01,"Proposal Follow-up",Video,Completed
7672,767,2025-09-07,Call,In-person,"No Response"
7673,767,2025-09-09,Demo,Email,Completed
7674,767,2025-09-15,Email,Phone,Completed
7681,768,2025-01-15,Email,Phone,"No Response"
7682,768,2025-01-21,Meeting,Video,Completed
7683,768,2025-01-27,"Proposal Follow-up",In-person,Completed
7684,768,2025-01-29,Call,Email,Completed
7685,768,2025-02-04,Demo,Phone,Completed
7691,769,2025-09-23,Call,Email,Completed
7692,769,2025-09-29,Demo,Phone,Completed
7693,769,2025-10-05,Email,Video,Completed
7701,770,2025-02-10,Meeting,In-person,Completed
7702,770,2025-02-12,"Proposal Follow-up",Email,Completed
7703,770,2025-02-18,Call,Phone,"No Response"
7704,770,2025-02-24,Demo,Video,Completed
7711,771,2025-10-19,Demo,Video,Completed
7712,771,2025-10-25,Email,In-person,"No Response"
7713,771,2025-10-27,Meeting,Email,Completed
7714,771,2025-11-02,"Proposal Follow-up",Phone,Completed
7721,772,2025-03-04,"Proposal Follow-up",Phone,Completed
7722,772,2025-03-10,Call,Video,Completed
7723,772,2025-03-16,Demo,In-person,Completed
7724,772,2025-03-18,Email,Email,Completed
7731,773,2025-11-10,Email,Email,Completed
7732,773,2025-11-16,Meeting,Phone,Completed
7733,773,2025-11-22,"Proposal Follow-up",Video,Completed
7734,773,2025-11-28,Call,In-person,"No Response"
7741,774,2025-03-30,Call,In-person,Completed
7742,774,2025-04-01,Demo,Email,Completed
7743,774,2025-04-07,Email,Phone,"No Response"
7744,774,2025-04-13,Meeting,Video,Completed
7751,775,2025-04-10,Meeting,Video,Completed
7752,775,2025-04-16,"Proposal Follow-up",In-person,Completed
7753,775,2025-04-18,Call,Email,Completed
7754,775,2025-04-24,Demo,Phone,Completed
7755,775,2025-04-30,Email,Video,Completed
7761,776,2025-12-17,Demo,Phone,Completed
7762,776,2025-12-23,Email,Video,Completed
7763,776,2025-12-29,Meeting,In-person,Completed
7764,776,2025-12-31,"Proposal Follow-up",Email,Completed
7765,776,2026-01-06,Call,Phone,"No Response"
7771,777,2025-05-02,"Proposal Follow-up",Email,Completed
7772,777,2025-05-08,Call,Phone,Completed
7773,777,2025-05-14,Demo,Video,Completed
7774,777,2025-05-20,Email,In-person,Completed
7781,778,2026-01-12,Email,In-person,Completed
7782,778,2026-01-14,Meeting,Email,Completed
7783,778,2026-01-20,"Proposal Follow-up",Phone,Completed
7784,778,2026-01-26,Call,Video,Completed
7791,779,2025-05-28,Call,Video,Completed
7792,779,2025-06-03,Demo,In-person,Completed
7793,779,2025-06-05,Email,Email,Completed
7794,779,2025-06-11,Meeting,Phone,Completed
7801,780,2026-02-03,Meeting,Phone,Completed
7802,780,2026-02-09,"Proposal Follow-up",Video,"No Response"
7803,780,2026-02-15,Call,In-person,Completed
7804,780,2026-02-17,Demo,Email,Completed
7805,780,2026-02-23,Email,Phone,Completed
7811,781,2025-06-19,Demo,Email,"No Response"
7812,781,2025-06-25,Email,Phone,Completed
7813,781,2025-07-01,Meeting,Video,Completed
7814,781,2025-07-07,"Proposal Follow-up",In-person,Completed
7821,782,2026-03-01,"Proposal Follow-up",In-person,Completed
7822,782,2026-03-03,Call,Email,Completed
7831,783,2025-07-15,Email,Video,Completed
7832,783,2025-07-21,Meeting,In-person,Completed
7833,783,2025-07-23,"Proposal Follow-up",Email,"No Response"
7834,783,2025-07-29,Call,Phone,Completed
7841,784,2026-03-23,Call,Phone,Completed
7842,784,2026-03-29,Demo,Video,"No Response"
7851,785,2025-08-06,Meeting,Email,Completed
7852,785,2025-08-12,"Proposal Follow-up",Phone,Completed
7853,785,2025-08-18,Call,Video,Completed
7854,785,2025-08-24,Demo,In-person,Completed
7861,786,2026-04-18,Demo,In-person,Completed
7862,786,2026-04-20,Email,Email,Completed
7863,786,2026-04-26,Meeting,Phone,Completed
7864,786,2026-05-02,"Proposal Follow-up",Video,"No Response"
7865,786,2026-05-08,Call,In-person,Completed
7871,787,2025-09-01,"Proposal Follow-up",Video,Completed
7872,787,2025-09-07,Call,In-person,Completed
7873,787,2025-09-09,Demo,Email,"No Response"
7874,787,2025-09-15,Email,Phone,Completed
7881,788,2025-01-15,Email,Phone,Completed
7882,788,2025-01-21,Meeting,Video,Completed
7883,788,2025-01-27,"Proposal Follow-up",In-person,Completed
7884,788,2025-01-29,Call,Email,Completed
7891,789,2025-01-26,Call,Email,Completed
7892,789,2025-02-01,Demo,Phone,Completed
7893,789,2025-02-07,Email,Video,Completed
7894,789,2025-02-13,Meeting,In-person,Completed
7895,789,2025-02-15,"Proposal Follow-up",Email,"No Response"
7901,790,2025-10-08,Meeting,In-person,"No Response"
7902,790,2025-10-10,"Proposal Follow-up",Email,Completed
7911,791,2025-02-21,Demo,Video,Completed
7912,791,2025-02-27,Email,In-person,Completed
7921,792,2025-10-30,"Proposal Follow-up",Phone,Completed
7922,792,2025-11-05,Call,Video,Completed
7923,792,2025-11-11,Demo,In-person,Completed
7924,792,2025-11-13,Email,Email,Completed
7931,793,2025-03-15,Email,Email,Completed
7932,793,2025-03-21,Meeting,Phone,"No Response"
7933,793,2025-03-27,"Proposal Follow-up",Video,Completed
7934,793,2025-04-02,Call,In-person,Completed
7941,794,2025-11-25,Call,In-person,"No Response"
7942,794,2025-11-27,Demo,Email,Completed
7943,794,2025-12-03,Email,Phone,Completed
7951,795,2025-04-10,Meeting,Video,Completed
7952,795,2025-04-16,"Proposal Follow-up",In-person,Completed
7953,795,2025-04-18,Call,Email,Completed
7961,796,2025-12-17,Demo,Phone,Completed
7962,796,2025-12-23,Email,Video,Completed
7963,796,2025-12-29,Meeting,In-person,"No Response"
7964,796,2025-12-31,"Proposal Follow-up",Email,Completed
7965,796,2026-01-06,Call,Phone,Completed
7971,797,2025-05-02,"Proposal Follow-up",Email,Completed
7972,797,2025-05-08,Call,Phone,"No Response"
7973,797,2025-05-14,Demo,Video,Completed
7974,797,2025-05-20,Email,In-person,Completed
7981,798,2026-01-12,Email,In-person,Completed
7982,798,2026-01-14,Meeting,Email,Completed
7983,798,2026-01-20,"Proposal Follow-up",Phone,Completed
7984,798,2026-01-26,Call,Video,Completed
7991,799,2025-05-28,Call,Video,Completed
7992,799,2025-06-03,Demo,In-person,Completed
7993,799,2025-06-05,Email,Email,Completed
8001,800,2026-02-03,Meeting,Phone,Completed
8002,800,2026-02-09,"Proposal Follow-up",Video,Completed
8003,800,2026-02-15,Call,In-person,Completed
8004,800,2026-02-17,Demo,Email,Completed
8011,801,2025-06-19,Demo,Email,Completed
8012,801,2025-06-25,Email,Phone,Completed
8013,801,2025-07-01,Meeting,Video,Completed
8014,801,2025-07-07,"Proposal Follow-up",In-person,Completed
8021,802,2026-03-01,"Proposal Follow-up",In-person,Completed
8022,802,2026-03-03,Call,Email,Completed
8023,802,2026-03-09,Demo,Phone,Completed
8024,802,2026-03-15,Email,Video,Completed
8031,803,2026-03-12,Email,Video,"No Response"
8032,803,2026-03-18,Meeting,In-person,Completed
8033,803,2026-03-20,"Proposal Follow-up",Email,Completed
8034,803,2026-03-26,Call,Phone,Completed
8041,804,2025-07-26,Call,Phone,Completed
8042,804,2025-08-01,Demo,Video,Completed
8043,804,2025-08-07,Email,In-person,Completed
8044,804,2025-08-09,Meeting,Email,Completed
8045,804,2025-08-15,"Proposal Follow-up",Phone,Completed
8051,805,2026-04-03,Meeting,Email,Completed
8052,805,2026-04-09,"Proposal Follow-up",Phone,Completed
8053,805,2026-04-15,Call,Video,Completed
8061,806,2025-08-21,Demo,In-person,Completed
8062,806,2025-08-23,Email,Email,"No Response"
8063,806,2025-08-29,Meeting,Phone,Completed
8064,806,2025-09-04,"Proposal Follow-up",Video,Completed
8071,807,2026-04-29,"Proposal Follow-up",Video,"No Response"
8072,807,2026-05-05,Call,In-person,Completed
8073,807,2026-05-07,Demo,Email,Completed
8074,807,2026-05-13,Email,Phone,Completed
8081,808,2025-09-12,Email,Phone,Completed
8082,808,2025-09-18,Meeting,Video,Completed
8083,808,2025-09-24,"Proposal Follow-up",In-person,Completed
8084,808,2025-09-26,Call,Email,Completed
8085,808,2025-10-02,Demo,Phone,Completed
8091,809,2025-01-26,Call,Email,Completed
8092,809,2025-02-01,Demo,Phone,Completed
8093,809,2025-02-07,Email,Video,"No Response"
8094,809,2025-02-13,Meeting,In-person,Completed
8095,809,2025-02-15,"Proposal Follow-up",Email,Completed
8101,810,2025-10-08,Meeting,In-person,Completed
8102,810,2025-10-10,"Proposal Follow-up",Email,"No Response"
8103,810,2025-10-16,Call,Phone,Completed
8111,811,2025-02-21,Demo,Video,Completed
8112,811,2025-02-27,Email,In-person,Completed
8121,812,2025-10-30,"Proposal Follow-up",Phone,Completed
8122,812,2025-11-05,Call,Video,Completed
8123,812,2025-11-11,Demo,In-person,Completed
8124,812,2025-11-13,Email,Email,"No Response"
8125,812,2025-11-19,Meeting,Phone,Completed
8131,813,2025-03-15,Email,Email,Completed
8132,813,2025-03-21,Meeting,Phone,Completed
8133,813,2025-03-27,"Proposal Follow-up",Video,Completed
8134,813,2025-04-02,Call,In-person,Completed
8135,813,2025-04-04,Demo,Email,Completed
8141,814,2025-11-25,Call,In-person,Completed
8142,814,2025-11-27,Demo,Email,Completed
8143,814,2025-12-03,Email,Phone,Completed
8144,814,2025-12-09,Meeting,Video,Completed
8151,815,2025-04-10,Meeting,Video,Completed
8152,815,2025-04-16,"Proposal Follow-up",In-person,Completed
8153,815,2025-04-18,Call,Email,Completed
8154,815,2025-04-24,Demo,Phone,Completed
8161,816,2025-12-17,Demo,Phone,"No Response"
8162,816,2025-12-23,Email,Video,Completed
8171,817,2025-05-02,"Proposal Follow-up",Email,Completed
8172,817,2025-05-08,Call,Phone,Completed
8173,817,2025-05-14,Demo,Video,Completed
8174,817,2025-05-20,Email,In-person,Completed
8175,817,2025-05-22,Meeting,Email,Completed
8181,818,2025-05-17,Email,In-person,Completed
8182,818,2025-05-19,Meeting,Email,Completed
8183,818,2025-05-25,"Proposal Follow-up",Phone,Completed
8184,818,2025-05-31,Call,Video,Completed
8185,818,2025-06-06,Demo,In-person,Completed
8191,819,2026-01-23,Call,Video,Completed
8192,819,2026-01-29,Demo,In-person,"No Response"
8193,819,2026-01-31,Email,Email,Completed
8194,819,2026-02-06,Meeting,Phone,Completed
8201,820,2025-06-08,Meeting,Phone,"No Response"
8202,820,2025-06-14,"Proposal Follow-up",Video,Completed
8203,820,2025-06-20,Call,In-person,Completed
8204,820,2025-06-22,Demo,Email,Completed
8205,820,2025-06-28,Email,Phone,Completed
8211,821,2026-02-14,Demo,Email,Completed
8212,821,2026-02-20,Email,Phone,Completed
8221,822,2025-07-04,"Proposal Follow-up",In-person,Completed
8222,822,2025-07-06,Call,Email,Completed
8223,822,2025-07-12,Demo,Phone,"No Response"
8224,822,2025-07-18,Email,Video,Completed
8225,822,2025-07-24,Meeting,In-person,Completed
8231,823,2026-03-12,Email,Video,Completed
8232,823,2026-03-18,Meeting,In-person,Completed
8233,823,2026-03-20,"Proposal Follow-up",Email,Completed
8234,823,2026-03-26,Call,Phone,Completed
8241,824,2025-07-26,Call,Phone,Completed
8242,824,2025-08-01,Demo,Video,Completed
8251,825,2026-04-03,Meeting,Email,Completed
8252,825,2026-04-09,"Proposal Follow-up",Phone,Completed
8253,825,2026-04-15,Call,Video,Completed
8254,825,2026-04-21,Demo,In-person,"No Response"
8255,825,2026-04-23,Email,Email,Completed
8261,826,2025-08-21,Demo,In-person,Completed
8262,826,2025-08-23,Email,Email,Completed
8263,826,2025-08-29,Meeting,Phone,Completed
8264,826,2025-09-04,"Proposal Follow-up",Video,Completed
8265,826,2025-09-10,Call,In-person,Completed
8271,827,2026-04-29,"Proposal Follow-up",Video,Completed
8272,827,2026-05-05,Call,In-person,Completed
8273,827,2026-05-07,Demo,Email,Completed
8281,828,2025-09-12,Email,Phone,Completed
8282,828,2025-09-18,Meeting,Video,Completed
8291,829,2025-01-26,Call,Email,"No Response"
8292,829,2025-02-01,Demo,Phone,Completed
8293,829,2025-02-07,Email,Video,Completed
8294,829,2025-02-13,Meeting,In-person,Completed
8301,830,2025-10-08,Meeting,In-person,Completed
8302,830,2025-10-10,"Proposal Follow-up",Email,Completed
8311,831,2025-02-21,Demo,Video,Completed
8312,831,2025-02-27,Email,In-person,Completed
8313,831,2025-03-01,Meeting,Email,Completed
8321,832,2025-03-04,"Proposal Follow-up",Phone,Completed
8322,832,2025-03-10,Call,Video,"No Response"
8323,832,2025-03-16,Demo,In-person,Completed
8324,832,2025-03-18,Email,Email,Completed
8331,833,2025-11-10,Email,Email,"No Response"
8332,833,2025-11-16,Meeting,Phone,Completed
8341,834,2025-03-30,Call,In-person,Completed
8342,834,2025-04-01,Demo,Email,Completed
8343,834,2025-04-07,Email,Phone,Completed
8344,834,2025-04-13,Meeting,Video,"No Response"
8345,834,2025-04-19,"Proposal Follow-up",In-person,Completed
8351,835,2025-12-06,Meeting,Video,Completed
8352,835,2025-12-12,"Proposal Follow-up",In-person,Completed
8353,835,2025-12-14,Call,Email,"No Response"
8354,835,2025-12-20,Demo,Phone,Completed
8361,836,2025-04-21,Demo,Phone,Completed
8362,836,2025-04-27,Email,Video,Completed
8371,837,2025-12-28,"Proposal Follow-up",Email,Completed
8372,837,2026-01-03,Call,Phone,Completed
8373,837,2026-01-09,Demo,Video,Completed
8374,837,2026-01-15,Email,In-person,Completed
8375,837,2026-01-17,Meeting,Email,"No Response"
8381,838,2025-05-17,Email,In-person,Completed
8382,838,2025-05-19,Meeting,Email,Completed
8383,838,2025-05-25,"Proposal Follow-up",Phone,Completed
8384,838,2025-05-31,Call,Video,"No Response"
8391,839,2026-01-23,Call,Video,Completed
8392,839,2026-01-29,Demo,In-person,Completed
8393,839,2026-01-31,Email,Email,Completed
8394,839,2026-02-06,Meeting,Phone,Completed
8395,839,2026-02-12,"Proposal Follow-up",Video,Completed
8401,840,2025-06-08,Meeting,Phone,Completed
8402,840,2025-06-14,"Proposal Follow-up",Video,Completed
8403,840,2025-06-20,Call,In-person,Completed
8404,840,2025-06-22,Demo,Email,Completed
8411,841,2026-02-14,Demo,Email,Completed
8412,841,2026-02-20,Email,Phone,Completed
8413,841,2026-02-26,Meeting,Video,Completed
8414,841,2026-03-04,"Proposal Follow-up",In-person,Completed
8415,841,2026-03-06,Call,Email,"No Response"
8421,842,2025-07-04,"Proposal Follow-up",In-person,"No Response"
8422,842,2025-07-06,Call,Email,Completed
8423,842,2025-07-12,Demo,Phone,Completed
8431,843,2026-03-12,Email,Video,Completed
8432,843,2026-03-18,Meeting,In-person,Completed
8441,844,2025-07-26,Call,Phone,Completed
8442,844,2025-08-01,Demo,Video,Completed
8443,844,2025-08-07,Email,In-person,"No Response"
8444,844,2025-08-09,Meeting,Email,Completed
8451,845,2026-04-03,Meeting,Email,Completed
8452,845,2026-04-09,"Proposal Follow-up",Phone,"No Response"
8453,845,2026-04-15,Call,Video,Completed
8454,845,2026-04-21,Demo,In-person,Completed
8455,845,2026-04-23,Email,Email,Completed
8461,846,2026-04-18,Demo,In-person,Completed
8462,846,2026-04-20,Email,Email,Completed
8463,846,2026-04-26,Meeting,Phone,Completed
8471,847,2025-09-01,"Proposal Follow-up",Video,Completed
8472,847,2025-09-07,Call,In-person,Completed
8473,847,2025-09-09,Demo,Email,Completed
8474,847,2025-09-15,Email,Phone,"No Response"
8481,848,2025-01-15,Email,Phone,Completed
8482,848,2025-01-21,Meeting,Video,Completed
8483,848,2025-01-27,"Proposal Follow-up",In-person,"No Response"
8484,848,2025-01-29,Call,Email,Completed
8491,849,2025-09-23,Call,Email,Completed
8492,849,2025-09-29,Demo,Phone,Completed
8493,849,2025-10-05,Email,Video,Completed
8501,850,2025-02-10,Meeting,In-person,Completed
8502,850,2025-02-12,"Proposal Follow-up",Email,Completed
8503,850,2025-02-18,Call,Phone,Completed
8511,851,2025-10-19,Demo,Video,Completed
8512,851,2025-10-25,Email,In-person,Completed
8513,851,2025-10-27,Meeting,Email,Completed
8514,851,2025-11-02,"Proposal Follow-up",Phone,"No Response"
8515,851,2025-11-08,Call,Video,Completed
8521,852,2025-03-04,"Proposal Follow-up",Phone,Completed
8522,852,2025-03-10,Call,Video,Completed
8523,852,2025-03-16,Demo,In-person,Completed
8524,852,2025-03-18,Email,Email,Completed
8531,853,2025-11-10,Email,Email,Completed
8532,853,2025-11-16,Meeting,Phone,Completed
8533,853,2025-11-22,"Proposal Follow-up",Video,Completed
8534,853,2025-11-28,Call,In-person,Completed
8541,854,2025-03-30,Call,In-person,Completed
8542,854,2025-04-01,Demo,Email,Completed
8551,855,2025-12-06,Meeting,Video,"No Response"
8552,855,2025-12-12,"Proposal Follow-up",In-person,Completed
8553,855,2025-12-14,Call,Email,Completed
8554,855,2025-12-20,Demo,Phone,Completed
8555,855,2025-12-26,Email,Video,Completed
8561,856,2025-04-21,Demo,Phone,Completed
8562,856,2025-04-27,Email,Video,Completed
8571,857,2025-12-28,"Proposal Follow-up",Email,Completed
8572,857,2026-01-03,Call,Phone,Completed
8573,857,2026-01-09,Demo,Video,"No Response"
8574,857,2026-01-15,Email,In-person,Completed
8575,857,2026-01-17,Meeting,Email,Completed
8581,858,2025-05-17,Email,In-person,Completed
8582,858,2025-05-19,Meeting,Email,"No Response"
8583,858,2025-05-25,"Proposal Follow-up",Phone,Completed
8584,858,2025-05-31,Call,Video,Completed
8591,859,2026-01-23,Call,Video,Completed
8592,859,2026-01-29,Demo,In-person,Completed
8593,859,2026-01-31,Email,Email,Completed
8594,859,2026-02-06,Meeting,Phone,Completed
8595,859,2026-02-12,"Proposal Follow-up",Video,Completed
8601,860,2026-02-03,Meeting,Phone,Completed
8602,860,2026-02-09,"Proposal Follow-up",Video,Completed
8603,860,2026-02-15,Call,In-person,Completed
8604,860,2026-02-17,Demo,Email,"No Response"
8611,861,2025-06-19,Demo,Email,Completed
8612,861,2025-06-25,Email,Phone,Completed
8613,861,2025-07-01,Meeting,Video,"No Response"
8614,861,2025-07-07,"Proposal Follow-up",In-person,Completed
8621,862,2026-03-01,"Proposal Follow-up",In-person,Completed
8622,862,2026-03-03,Call,Email,Completed
8623,862,2026-03-09,Demo,Phone,Completed
8624,862,2026-03-15,Email,Video,Completed
8625,862,2026-03-21,Meeting,In-person,Completed
8631,863,2025-07-15,Email,Video,Completed
8632,863,2025-07-21,Meeting,In-person,Completed
8633,863,2025-07-23,"Proposal Follow-up",Email,Completed
8641,864,2026-03-23,Call,Phone,Completed
8642,864,2026-03-29,Demo,Video,Completed
8643,864,2026-04-04,Email,In-person,Completed
8644,864,2026-04-06,Meeting,Email,"No Response"
8651,865,2025-08-06,Meeting,Email,Completed
8652,865,2025-08-12,"Proposal Follow-up",Phone,Completed
8653,865,2025-08-18,Call,Video,Completed
8654,865,2025-08-24,Demo,In-person,Completed
8661,866,2026-04-18,Demo,In-person,Completed
8662,866,2026-04-20,Email,Email,Completed
8663,866,2026-04-26,Meeting,Phone,Completed
8664,866,2026-05-02,"Proposal Follow-up",Video,Completed
8671,867,2025-09-01,"Proposal Follow-up",Video,Completed
8672,867,2025-09-07,Call,In-person,"No Response"
8681,868,2025-01-15,Email,Phone,"No Response"
8682,868,2025-01-21,Meeting,Video,Completed
8683,868,2025-01-27,"Proposal Follow-up",In-person,Completed
8684,868,2025-01-29,Call,Email,Completed
8691,869,2025-09-23,Call,Email,Completed
8692,869,2025-09-29,Demo,Phone,Completed
8693,869,2025-10-05,Email,Video,Completed
8701,870,2025-02-10,Meeting,In-person,Completed
8702,870,2025-02-12,"Proposal Follow-up",Email,Completed
8703,870,2025-02-18,Call,Phone,"No Response"
8704,870,2025-02-24,Demo,Video,Completed
8705,870,2025-03-02,Email,In-person,Completed
8711,871,2025-10-19,Demo,Video,Completed
8712,871,2025-10-25,Email,In-person,"No Response"
8713,871,2025-10-27,Meeting,Email,Completed
8714,871,2025-11-02,"Proposal Follow-up",Phone,Completed
8721,872,2025-03-04,"Proposal Follow-up",Phone,Completed
8722,872,2025-03-10,Call,Video,Completed
8723,872,2025-03-16,Demo,In-person,Completed
8724,872,2025-03-18,Email,Email,Completed
8731,873,2025-11-10,Email,Email,Completed
8732,873,2025-11-16,Meeting,Phone,Completed
8733,873,2025-11-22,"Proposal Follow-up",Video,Completed
8741,874,2025-11-25,Call,In-person,Completed
8742,874,2025-11-27,Demo,Email,Completed
8743,874,2025-12-03,Email,Phone,"No Response"
8744,874,2025-12-09,Meeting,Video,Completed
8745,874,2025-12-15,"Proposal Follow-up",In-person,Completed
8751,875,2025-04-10,Meeting,Video,Completed
8752,875,2025-04-16,"Proposal Follow-up",In-person,Completed
8753,875,2025-04-18,Call,Email,Completed
8754,875,2025-04-24,Demo,Phone,Completed
8761,876,2025-12-17,Demo,Phone,Completed
8762,876,2025-12-23,Email,Video,Completed
8771,877,2025-05-02,"Proposal Follow-up",Email,Completed
8772,877,2025-05-08,Call,Phone,Completed
8773,877,2025-05-14,Demo,Video,Completed
8774,877,2025-05-20,Email,In-person,Completed
8781,878,2026-01-12,Email,In-person,Completed
8782,878,2026-01-14,Meeting,Email,Completed
8783,878,2026-01-20,"Proposal Follow-up",Phone,Completed
8784,878,2026-01-26,Call,Video,Completed
8785,878,2026-02-01,Demo,In-person,Completed
8791,879,2025-05-28,Call,Video,Completed
8792,879,2025-06-03,Demo,In-person,Completed
8793,879,2025-06-05,Email,Email,Completed
8801,880,2026-02-03,Meeting,Phone,Completed
8802,880,2026-02-09,"Proposal Follow-up",Video,"No Response"
8811,881,2025-06-19,Demo,Email,"No Response"
8812,881,2025-06-25,Email,Phone,Completed
8813,881,2025-07-01,Meeting,Video,Completed
8814,881,2025-07-07,"Proposal Follow-up",In-person,Completed
8821,882,2026-03-01,"Proposal Follow-up",In-person,Completed
8822,882,2026-03-03,Call,Email,Completed
8823,882,2026-03-09,Demo,Phone,Completed
8824,882,2026-03-15,Email,Video,Completed
8825,882,2026-03-21,Meeting,In-person,Completed
8831,883,2025-07-15,Email,Video,Completed
8832,883,2025-07-21,Meeting,In-person,Completed
8833,883,2025-07-23,"Proposal Follow-up",Email,"No Response"
8834,883,2025-07-29,Call,Phone,Completed
8835,883,2025-08-04,Demo,Video,Completed
8841,884,2026-03-23,Call,Phone,Completed
8842,884,2026-03-29,Demo,Video,"No Response"
8843,884,2026-04-04,Email,In-person,Completed
8851,885,2025-08-06,Meeting,Email,Completed
8852,885,2025-08-12,"Proposal Follow-up",Phone,Completed
8861,886,2026-04-18,Demo,In-person,Completed
8862,886,2026-04-20,Email,Email,Completed
8863,886,2026-04-26,Meeting,Phone,Completed
8864,886,2026-05-02,"Proposal Follow-up",Video,"No Response"
8865,886,2026-05-08,Call,In-person,Completed
8871,887,2025-09-01,"Proposal Follow-up",Video,Completed
8872,887,2025-09-07,Call,In-person,Completed
8873,887,2025-09-09,Demo,Email,"No Response"
8874,887,2025-09-15,Email,Phone,Completed
8875,887,2025-09-21,Meeting,Video,Completed
8881,888,2025-09-12,Email,Phone,Completed
8882,888,2025-09-18,Meeting,Video,Completed
8883,888,2025-09-24,"Proposal Follow-up",In-person,Completed
8884,888,2025-09-26,Call,Email,Completed
8885,888,2025-10-02,Demo,Phone,Completed
8891,889,2025-01-26,Call,Email,Completed
8892,889,2025-02-01,Demo,Phone,Completed
8893,889,2025-02-07,Email,Video,Completed
8894,889,2025-02-13,Meeting,In-person,Completed
8895,889,2025-02-15,"Proposal Follow-up",Email,"No Response"
8901,890,2025-10-08,Meeting,In-person,"No Response"
8902,890,2025-10-10,"Proposal Follow-up",Email,Completed
8903,890,2025-10-16,Call,Phone,Completed
8904,890,2025-10-22,Demo,Video,Completed
8911,891,2025-02-21,Demo,Video,Completed
8912,891,2025-02-27,Email,In-person,Completed
8913,891,2025-03-01,Meeting,Email,Completed
8921,892,2025-10-30,"Proposal Follow-up",Phone,Completed
8922,892,2025-11-05,Call,Video,Completed
8923,892,2025-11-11,Demo,In-person,Completed
8924,892,2025-11-13,Email,Email,Completed
8925,892,2025-11-19,Meeting,Phone,Completed
8931,893,2025-03-15,Email,Email,Completed
8932,893,2025-03-21,Meeting,Phone,"No Response"
8933,893,2025-03-27,"Proposal Follow-up",Video,Completed
8934,893,2025-04-02,Call,In-person,Completed
8941,894,2025-11-25,Call,In-person,"No Response"
8942,894,2025-11-27,Demo,Email,Completed
8943,894,2025-12-03,Email,Phone,Completed
8944,894,2025-12-09,Meeting,Video,Completed
8945,894,2025-12-15,"Proposal Follow-up",In-person,Completed
8951,895,2025-04-10,Meeting,Video,Completed
8952,895,2025-04-16,"Proposal Follow-up",In-person,Completed
8953,895,2025-04-18,Call,Email,Completed
8954,895,2025-04-24,Demo,Phone,Completed
8961,896,2025-12-17,Demo,Phone,Completed
8962,896,2025-12-23,Email,Video,Completed
8963,896,2025-12-29,Meeting,In-person,"No Response"
8964,896,2025-12-31,"Proposal Follow-up",Email,Completed
8965,896,2026-01-06,Call,Phone,Completed
8971,897,2025-05-02,"Proposal Follow-up",Email,Completed
8972,897,2025-05-08,Call,Phone,"No Response"
8973,897,2025-05-14,Demo,Video,Completed
8981,898,2026-01-12,Email,In-person,Completed
8982,898,2026-01-14,Meeting,Email,Completed
8983,898,2026-01-20,"Proposal Follow-up",Phone,Completed
8984,898,2026-01-26,Call,Video,Completed
8991,899,2025-05-28,Call,Video,Completed
8992,899,2025-06-03,Demo,In-person,Completed
8993,899,2025-06-05,Email,Email,Completed
8994,899,2025-06-11,Meeting,Phone,"No Response"
9001,900,2026-02-03,Meeting,Phone,Completed
9002,900,2026-02-09,"Proposal Follow-up",Video,Completed
9003,900,2026-02-15,Call,In-person,Completed
9004,900,2026-02-17,Demo,Email,Completed
9005,900,2026-02-23,Email,Phone,Completed
