opportunity_id,account_id,lead_date,qualified_date,proposal_date,closed_date,current_stage,outcome,deal_size_band,deal_value_usd,lead_source,owner_team,lost_reason
750,60,2025-01-31,2025-02-13,2025-02-21,2025-04-11,Lost,Lost,Medium,50570.0,Outbound,"APAC Sales",Competitor
751,77,2025-10-10,2025-10-19,2025-11-08,2025-12-01,Won,Won,Small,28848.0,Inbound,"EMEA Sales",
752,94,2025-02-24,2025-03-04,2025-03-18,2025-04-23,Lost,Lost,Large,98466.0,Outbound,"NA Sales",Competitor
753,111,2025-11-03,2025-11-07,2025-11-21,2025-12-27,Won,Won,Medium,53918.0,Partner,"APAC Sales",
754,128,2025-03-20,2025-03-28,,,Qualified,Open,Large,101922.0,Partner,"EMEA Sales",
755,145,2025-11-27,2025-12-01,,,Qualified,Open,Medium,56150.0,Partner,"NA Sales",
756,162,2025-04-13,2025-04-26,2025-05-02,2025-06-29,Lost,Lost,Large,105378.0,Outbound,"LATAM Sales",Competitor
757,179,2025-12-21,2026-01-01,,,Qualified,Open,Large,107106.0,Inbound,"APAC Sales",
758,196,2025-05-07,,,,Lead,Open,Large,108834.0,Outbound,"EMEA Sales",
759,213,2026-01-14,,,,Lead,Open,Small,16752.0,Event,"NA Sales",
760,230,2025-05-31,2025-06-15,2025-07-07,2025-07-21,Won,Won,Medium,61730.0,Inbound,"APAC Sales",
761,7,2025-06-12,2025-06-17,2025-07-03,2025-07-30,Won,Won,Medium,51566.0,Inbound,"NA Sales",
762,24,2026-02-19,2026-02-21,,,Qualified,Open,Medium,52682.0,Inbound,"NA Sales",
763,41,2025-07-06,2025-07-13,2025-08-12,2025-09-08,Lost,Lost,Large,100434.0,Inbound,"APAC Sales",Budget
764,58,2026-03-15,2026-03-21,2026-04-18,2026-05-24,Lost,Lost,Small,13002.0,Partner,"EMEA Sales",Competitor
765,75,2025-07-30,2025-08-10,2025-08-18,2025-10-06,Lost,Lost,Large,103890.0,Inbound,"NA Sales",Budget
766,92,2026-04-08,2026-04-21,,,Qualified,Open,Small,14478.0,Partner,"APAC Sales",
767,109,2025-08-23,2025-08-29,2025-09-28,2025-10-25,Lost,Lost,Small,15216.0,Event,"EMEA Sales",Budget
768,126,2025-01-07,2025-01-17,2025-01-31,2025-03-08,Won,Won,Medium,59378.0,Inbound,"NA Sales",
769,143,2025-09-16,2025-09-22,2025-10-08,2025-11-04,Lost,Lost,Medium,60494.0,Inbound,"LATAM Sales",Budget
770,160,2025-01-31,2025-02-12,2025-03-04,2025-03-27,Lost,Lost,Medium,61610.0,Event,"APAC Sales",Competitor
771,177,2025-10-10,2025-10-20,2025-11-09,2025-12-02,Won,Won,Small,18168.0,Partner,"EMEA Sales",
772,194,2025-02-24,,,,Lead,Open,Small,18906.0,Inbound,"NA Sales",
773,211,2025-11-03,2025-11-06,2025-12-12,2025-12-26,Won,Won,Medium,64958.0,Partner,"APAC Sales",
774,228,2025-03-20,2025-03-29,2025-04-14,2025-05-11,Won,Won,Small,20382.0,Inbound,"EMEA Sales",
775,5,2025-04-01,2025-04-13,,,Qualified,Open,Small,13680.0,Inbound,"NA Sales",
776,22,2025-12-09,2025-12-18,2025-12-30,2026-02-13,Lost,Lost,Small,14418.0,Inbound,"APAC Sales",Competitor
777,39,2025-04-25,2025-05-07,2025-05-15,2025-07-03,Won,Won,Small,15156.0,Inbound,"EMEA Sales",
778,56,2026-01-02,2026-01-13,2026-02-02,2026-02-25,Lost,Lost,Medium,59258.0,Partner,"NA Sales",Competitor
779,73,2025-05-19,2025-05-21,2025-06-18,2025-07-24,Won,Won,Small,16632.0,Outbound,"APAC Sales",
780,90,2026-01-26,2026-02-10,,,Qualified,Open,Medium,61490.0,Event,"EMEA Sales",
781,107,2025-06-12,,,,Lead,Open,Medium,62606.0,Inbound,"NA Sales",
782,124,2026-02-19,,,,Lead,Open,Large,116226.0,Outbound,"NA Sales",
783,141,2025-07-06,2025-07-11,,,Qualified,Open,Medium,64838.0,Outbound,"APAC Sales",
784,158,2026-03-15,2026-03-24,2026-04-13,2026-05-06,Lost,Lost,Large,119682.0,Outbound,"EMEA Sales",Competitor
785,175,2025-07-30,2025-08-06,2025-08-18,2025-10-02,Won,Won,Large,121410.0,Inbound,"NA Sales",
786,192,2026-04-08,2026-04-19,2026-04-27,,Proposal,Open,Medium,68186.0,Event,"APAC Sales",
787,209,2025-08-23,,,,Lead,Open,Small,22536.0,Outbound,"EMEA Sales",
788,226,2025-01-07,2025-01-10,2025-02-07,2025-03-15,Won,Won,Medium,70418.0,Event,"NA Sales",
789,3,2025-01-19,2025-01-23,2025-02-06,2025-03-14,Lost,Lost,Large,111282.0,Inbound,"APAC Sales",Budget
790,20,2025-09-28,2025-10-10,2025-10-16,2025-12-13,Lost,Lost,Large,113010.0,Inbound,"EMEA Sales",Competitor
791,37,2025-02-12,,,,Lead,Open,Large,114738.0,Inbound,"NA Sales",
792,54,2025-10-22,2025-11-05,2025-11-25,2025-12-18,Won,Won,Small,18786.0,Inbound,"LATAM Sales",
793,71,2025-03-08,2025-03-10,2025-03-30,2025-04-22,Lost,Lost,Medium,64718.0,Partner,"EMEA Sales",Budget
794,88,2025-11-15,2025-11-30,2025-12-20,2026-01-12,Won,Won,Medium,65834.0,Inbound,"NA Sales",
795,105,2025-04-01,,,,Lead,Open,Medium,66950.0,Partner,"NA Sales",
796,122,2025-12-09,2025-12-19,2026-01-08,2026-01-31,Won,Won,Medium,68066.0,Inbound,"APAC Sales",
797,139,2025-04-25,2025-04-28,2025-05-26,2025-07-01,Lost,Lost,Large,125106.0,Inbound,"EMEA Sales",Budget
798,156,2026-01-02,2026-01-06,2026-02-03,2026-03-11,Won,Won,Medium,70298.0,Inbound,"NA Sales",
799,173,2025-05-19,,,,Lead,Open,Medium,71414.0,Inbound,"APAC Sales",
800,190,2026-01-26,2026-01-29,2026-02-20,,Proposal,Open,Medium,72530.0,Partner,"EMEA Sales",
801,207,2025-06-12,2025-06-15,2025-07-11,2025-08-25,Won,Won,Medium,73646.0,Outbound,"NA Sales",
802,224,2026-02-19,2026-02-28,2026-03-12,2026-04-26,Won,Won,Small,26166.0,Event,"NA Sales",
803,1,2026-03-03,2026-03-13,2026-03-25,2026-05-09,Lost,Lost,Medium,64598.0,Inbound,"EMEA Sales",Budget
804,18,2025-07-18,2025-07-20,,,Qualified,Open,Small,20202.0,Inbound,"NA Sales",
805,35,2026-03-27,2026-03-31,,,Qualified,Open,Medium,66830.0,Outbound,"LATAM Sales",
806,52,2025-08-11,2025-08-26,2025-09-01,2025-10-29,Won,Won,Medium,67946.0,Inbound,"EMEA Sales",
807,69,2026-04-20,2026-04-23,2026-05-13,2026-06-05,Won,Won,Small,22416.0,Inbound,"EMEA Sales",
808,86,2025-09-04,2025-09-06,2025-10-02,2025-11-16,Won,Won,Small,23154.0,Partner,"NA Sales",
809,103,2025-01-19,2025-01-23,2025-02-06,2025-03-14,Lost,Lost,Small,23892.0,Inbound,"APAC Sales",Budget
810,120,2025-09-28,2025-10-01,2025-10-31,2025-11-27,Won,Won,Small,24630.0,Outbound,"EMEA Sales",
811,137,2025-02-12,2025-02-22,,,Qualified,Open,Large,132258.0,Partner,"NA Sales",
812,154,2025-10-22,,,,Lead,Open,Small,26106.0,Event,"LATAM Sales",
813,171,2025-03-08,,,,Lead,Open,Small,26844.0,Partner,"EMEA Sales",
814,188,2025-11-15,2025-11-25,,,Qualified,Open,Small,27582.0,Partner,"NA Sales",
815,205,2025-04-01,2025-04-09,2025-04-25,2025-05-22,Lost,Lost,Medium,77990.0,Inbound,"NA Sales",Budget
816,222,2025-12-09,2025-12-20,2026-01-05,2026-02-01,Lost,Lost,Large,140898.0,Event,"APAC Sales",Competitor
817,239,2025-04-25,2025-05-06,2025-05-28,2025-06-11,Won,Won,Medium,35222.0,Inbound,"EMEA Sales",
818,16,2025-05-07,2025-05-10,,,Qualified,Open,Small,23094.0,Outbound,"LATAM Sales",
819,33,2026-01-14,2026-01-17,2026-02-22,2026-03-08,Lost,Lost,Small,23832.0,Outbound,"APAC Sales",Budget
820,50,2025-05-31,2025-06-11,2025-07-03,2025-07-17,Won,Won,Medium,72290.0,Outbound,"EMEA Sales",
821,67,2026-02-07,2026-02-09,2026-03-09,2026-04-14,Won,Won,Large,132498.0,Outbound,"NA Sales",
822,84,2025-06-24,,,,Lead,Open,Medium,74522.0,Inbound,"APAC Sales",
823,101,2026-03-03,2026-03-17,2026-03-31,2026-05-06,Won,Won,Medium,75638.0,Partner,"EMEA Sales",
824,118,2025-07-18,2025-07-31,2025-08-22,,Proposal,Open,Large,137682.0,Inbound,"NA Sales",
825,135,2026-03-27,2026-04-02,2026-04-16,2026-05-22,Won,Won,Medium,77870.0,Outbound,"LATAM Sales",
826,152,2025-08-11,,,,Lead,Open,Small,28998.0,Partner,"EMEA Sales",
827,169,2026-04-20,2026-05-04,2026-05-12,2026-06-30,Lost,Lost,Medium,35102.0,Partner,"EMEA Sales",Budget
828,186,2025-09-04,2025-09-07,2025-10-03,2025-11-17,Won,Won,Large,144594.0,Outbound,"NA Sales",
829,203,2025-01-19,2025-01-31,2025-02-12,2025-03-29,Lost,Lost,Small,13212.0,Outbound,"APAC Sales",Budget
830,220,2025-09-28,,,,Lead,Open,Large,148050.0,Event,"EMEA Sales",
831,237,2025-02-12,2025-02-25,2025-03-11,2025-04-16,Won,Won,Small,14688.0,Outbound,"NA Sales",
832,14,2025-02-24,2025-02-27,2025-03-15,2025-04-11,Won,Won,Medium,74402.0,Partner,"APAC Sales",
833,31,2025-11-03,,,,Lead,Open,Large,136194.0,Event,"EMEA Sales",
834,48,2025-03-20,2025-03-30,2025-04-11,,Proposal,Open,Small,27462.0,Event,"NA Sales",
835,65,2025-11-27,,,,Lead,Open,Large,139650.0,Event,"APAC Sales",
836,82,2025-04-13,,,,Lead,Open,Large,141378.0,Partner,"EMEA Sales",
837,99,2025-12-21,2025-12-29,,,Qualified,Open,Medium,79982.0,Outbound,"NA Sales",
838,116,2025-05-07,2025-05-14,2025-05-28,2025-07-03,Lost,Lost,Medium,36098.0,Event,"LATAM Sales",Competitor
839,133,2026-01-14,2026-01-25,2026-02-22,2026-03-30,Lost,Lost,Small,13152.0,Inbound,"APAC Sales",Budget
840,150,2025-05-31,2025-06-10,2025-06-26,2025-07-23,Won,Won,Medium,38330.0,Outbound,"EMEA Sales",
841,167,2026-02-07,2026-02-09,2026-03-01,,Proposal,Open,Medium,39446.0,Outbound,"NA Sales",
842,184,2025-06-24,2025-06-27,,,Qualified,Open,Medium,40562.0,Outbound,"APAC Sales",
843,201,2026-03-03,2026-03-15,2026-03-21,2026-05-18,Lost,Lost,Large,153474.0,Outbound,"EMEA Sales",Budget
844,218,2025-07-18,2025-08-02,2025-08-14,2025-09-28,Lost,Lost,Medium,42794.0,Inbound,"NA Sales",Competitor
845,235,2026-03-27,2026-04-06,,,Qualified,Open,Small,17580.0,Partner,"LATAM Sales",
846,12,2026-04-08,,,,Lead,Open,Medium,78746.0,Inbound,"EMEA Sales",
847,29,2025-08-23,2025-09-06,2025-09-22,2025-10-19,Won,Won,Medium,79862.0,Inbound,"NA Sales",
848,46,2025-01-07,2025-01-12,2025-02-03,2025-03-24,Lost,Lost,Small,12354.0,Outbound,"APAC Sales",Competitor
849,63,2025-09-16,,,,Lead,Open,Medium,37094.0,Outbound,"EMEA Sales",
850,80,2025-01-31,2025-02-15,2025-03-09,2025-03-23,Lost,Lost,Medium,38210.0,Inbound,"NA Sales",Competitor
851,97,2025-10-10,2025-10-24,2025-11-01,2025-12-20,Lost,Lost,Medium,39326.0,Inbound,"LATAM Sales",Budget
852,114,2025-02-24,2025-03-06,2025-03-28,2025-04-11,Lost,Lost,Medium,40442.0,Partner,"APAC Sales",Competitor
853,131,2025-11-03,2025-11-06,2025-11-26,2025-12-19,Won,Won,Small,16044.0,Inbound,"EMEA Sales",
854,148,2025-03-20,2025-04-02,2025-04-10,2025-05-29,Lost,Lost,Large,155442.0,Outbound,"NA Sales",Competitor
855,165,2025-11-27,2025-11-30,,,Qualified,Open,Medium,43790.0,Outbound,"APAC Sales",
856,182,2025-04-13,2025-04-17,,,Qualified,Open,Large,158898.0,Partner,"EMEA Sales",
857,199,2025-12-21,2025-12-31,2026-01-08,2026-02-26,Lost,Lost,Medium,46022.0,Outbound,"NA Sales",Budget
858,216,2025-05-07,2025-05-20,,,Qualified,Open,Medium,47138.0,Outbound,"LATAM Sales",
859,233,2026-01-14,2026-01-22,,,Qualified,Open,Small,20472.0,Event,"APAC Sales",
860,10,2026-01-26,2026-02-07,2026-02-23,2026-03-22,Won,Won,Medium,38090.0,Outbound,"NA Sales",
861,27,2025-06-12,,,,Lead,Open,Large,150498.0,Partner,"APAC Sales",
862,44,2026-02-19,2026-03-05,2026-03-19,2026-04-24,Lost,Lost,Small,15246.0,Inbound,"EMEA Sales",Competitor
863,61,2025-07-06,2025-07-17,2025-08-02,2025-08-29,Won,Won,Medium,41438.0,Inbound,"NA Sales",
864,78,2026-03-15,2026-03-22,2026-04-03,2026-05-18,Won,Won,Medium,42554.0,Inbound,"NA Sales",
865,95,2025-07-30,,,,Lead,Open,Medium,43670.0,Partner,"APAC Sales",
866,112,2026-04-08,2026-04-22,2026-05-08,2026-06-04,Won,Won,Medium,44786.0,Outbound,"EMEA Sales",
867,129,2025-08-23,2025-08-27,2025-09-24,2025-10-30,Won,Won,Large,160866.0,Inbound,"NA Sales",
868,146,2025-01-07,2025-01-21,2025-01-29,2025-03-19,Lost,Lost,Medium,47018.0,Outbound,"APAC Sales",Competitor
869,163,2025-09-16,2025-09-20,,,Qualified,Open,Medium,48134.0,Partner,"EMEA Sales",
870,180,2025-01-31,,,,Lead,Open,Medium,49250.0,Partner,"NA Sales",
871,197,2025-10-10,,,,Lead,Open,Medium,50366.0,Partner,"LATAM Sales",
872,214,2025-02-24,2025-03-05,,,Qualified,Open,Small,22626.0,Outbound,"APAC Sales",
873,231,2025-11-03,2025-11-07,2025-11-23,2025-12-20,Won,Won,Small,23364.0,Inbound,"EMEA Sales",
874,8,2025-11-15,2025-11-22,2025-12-04,2026-01-18,Lost,Lost,Medium,42434.0,Event,"LATAM Sales",Competitor
875,25,2025-04-01,2025-04-03,2025-05-03,2025-05-30,Lost,Lost,Medium,43550.0,Inbound,"EMEA Sales",Budget
876,42,2025-12-09,,,,Lead,Open,Large,159378.0,Outbound,"NA Sales",
877,59,2025-04-25,2025-04-29,2025-05-21,2025-07-09,Lost,Lost,Medium,45782.0,Partner,"NA Sales",Budget
878,76,2026-01-02,2026-01-11,,,Qualified,Open,Medium,46898.0,Partner,"APAC Sales",
879,93,2025-05-19,2025-05-27,,,Qualified,Open,Medium,48014.0,Outbound,"EMEA Sales",
880,110,2026-01-26,2026-01-30,2026-02-19,2026-03-14,Won,Won,Large,166290.0,Outbound,"NA Sales",
881,127,2025-06-12,,,,Lead,Open,Large,168018.0,Event,"APAC Sales",
882,144,2026-02-19,2026-03-04,2026-03-20,2026-04-16,Won,Won,Large,169746.0,Outbound,"EMEA Sales",
883,161,2025-07-06,,,,Lead,Open,Medium,52478.0,Partner,"NA Sales",
884,178,2026-03-15,2026-03-30,,,Qualified,Open,Medium,53594.0,Inbound,"NA Sales",
885,195,2025-07-30,2025-08-06,2025-08-18,2025-10-02,Lost,Lost,Large,174930.0,Inbound,"APAC Sales",Budget
886,212,2026-04-08,2026-04-13,2026-05-11,2026-06-16,Won,Won,Medium,55826.0,Event,"EMEA Sales",
887,229,2025-08-23,2025-09-03,2025-09-17,,Proposal,Open,Small,26256.0,Partner,"NA Sales",
888,6,2025-09-04,2025-09-16,2025-09-30,2025-11-05,Won,Won,Medium,46778.0,Outbound,"APAC Sales",
889,23,2025-01-19,,,,Lead,Open,Medium,47894.0,Event,"EMEA Sales",
890,40,2025-09-28,2025-10-10,2025-10-24,,Proposal,Open,Small,21030.0,Inbound,"NA Sales",
891,57,2025-02-12,,,,Lead,Open,Medium,50126.0,Outbound,"APAC Sales",
892,74,2025-10-22,2025-11-02,2025-11-24,2025-12-08,Won,Won,Medium,51242.0,Outbound,"EMEA Sales",
893,91,2025-03-08,,,,Lead,Open,Medium,52358.0,Outbound,"NA Sales",
894,108,2025-11-15,2025-11-30,2025-12-16,2026-01-12,Won,Won,Medium,53474.0,Outbound,"LATAM Sales",
895,125,2025-04-01,,,,Lead,Open,Small,24720.0,Inbound,"EMEA Sales",
896,142,2025-12-09,2025-12-21,2026-01-10,2026-02-02,Won,Won,Medium,55706.0,Outbound,"NA Sales",
897,159,2025-04-25,,,,Lead,Open,Medium,56822.0,Inbound,"NA Sales",
898,176,2026-01-02,,,,Lead,Open,Medium,57938.0,Inbound,"APAC Sales",
899,193,2025-05-19,2025-06-03,,,Qualified,Open,Large,182082.0,Outbound,"EMEA Sales",
900,210,2026-01-26,2026-02-08,2026-02-28,2026-03-23,Lost,Lost,Medium,60170.0,Outbound,"NA Sales",Competitor
901,227,2025-06-12,2025-06-17,,,Qualified,Open,Small,29148.0,Inbound,"APAC Sales",
902,4,2025-06-24,2025-06-28,2025-07-14,2025-08-10,Won,Won,Medium,51122.0,Event,"EMEA Sales",
903,21,2026-03-03,2026-03-15,2026-03-29,2026-05-04,Won,Won,Medium,52238.0,Outbound,"NA Sales",
904,38,2025-07-18,2025-07-30,,,Qualified,Open,Small,23922.0,Event,"APAC Sales",
905,55,2026-03-27,,,,Lead,Open,Medium,54470.0,Inbound,"EMEA Sales",
906,72,2025-08-11,,,,Lead,Open,Large,177138.0,Outbound,"NA Sales",
907,89,2026-04-20,2026-04-30,,,Qualified,Open,Large,178866.0,Outbound,"LATAM Sales",
908,106,2025-09-04,2025-09-19,2025-10-11,2025-10-25,Lost,Lost,Large,180594.0,Outbound,"APAC Sales",Competitor
909,123,2025-01-19,2025-02-02,2025-02-10,2025-03-31,Won,Won,Small,27612.0,Inbound,"EMEA Sales",
910,140,2025-09-28,2025-10-05,2025-10-27,2025-12-15,Lost,Lost,Large,184050.0,Partner,"NA Sales",Competitor
911,157,2025-02-12,2025-02-20,2025-03-20,,Proposal,Open,Medium,61166.0,Inbound,"APAC Sales",
912,174,2025-10-22,2025-10-26,,,Qualified,Open,Medium,62282.0,Outbound,"EMEA Sales",
913,191,2025-03-08,,,,Lead,Open,Small,12564.0,Partner,"NA Sales",
914,208,2025-11-15,,,,Lead,Open,Medium,64514.0,Event,"LATAM Sales",
915,225,2025-04-01,2025-04-10,2025-04-26,2025-05-23,Won,Won,Medium,65630.0,Partner,"EMEA Sales",
916,2,2025-04-13,2025-04-20,,,Qualified,Open,Medium,55466.0,Outbound,"NA Sales",
917,19,2025-12-21,,,,Lead,Open,Small,26076.0,Inbound,"APAC Sales",
918,36,2025-05-07,2025-05-22,,,Qualified,Open,Medium,57698.0,Partner,"EMEA Sales",
919,53,2026-01-14,2026-01-23,2026-02-04,2026-03-21,Won,Won,Large,182562.0,Inbound,"NA Sales",
920,70,2025-05-31,,,,Lead,Open,Medium,59930.0,Outbound,"LATAM Sales",
921,87,2026-02-07,,,,Lead,Open,Medium,61046.0,Outbound,"APAC Sales",
922,104,2025-06-24,,,,Lead,Open,Small,29766.0,Outbound,"EMEA Sales",
923,121,2026-03-03,2026-03-12,2026-03-26,2026-05-01,Won,Won,Medium,63278.0,Inbound,"NA Sales",
924,138,2025-07-18,,,,Lead,Open,Small,13242.0,Inbound,"APAC Sales",
925,155,2026-03-27,,,,Lead,Open,Small,13980.0,Outbound,"EMEA Sales",
926,172,2025-08-11,,,,Lead,Open,Small,14718.0,Inbound,"NA Sales",
927,189,2026-04-20,2026-05-01,2026-05-29,2026-07-04,Lost,Lost,Medium,67742.0,Inbound,"LATAM Sales",Budget
928,206,2025-09-04,2025-09-13,,,Qualified,Open,Large,198114.0,Outbound,"APAC Sales",
929,223,2025-01-19,,,,Lead,Open,Medium,69974.0,Outbound,"EMEA Sales",
930,240,2025-09-28,2025-10-08,,,Qualified,Open,Medium,71090.0,Outbound,"NA Sales",
931,17,2025-10-10,,,,Lead,Open,Small,28968.0,Inbound,"EMEA Sales",
932,34,2025-02-24,2025-03-10,2025-03-18,2025-05-06,Won,Won,Large,187986.0,Outbound,"NA Sales",
933,51,2025-11-03,2025-11-11,2025-11-25,2025-12-31,Won,Won,Small,12444.0,Inbound,"NA Sales",
934,68,2025-03-20,2025-03-30,2025-04-11,2025-05-26,Won,Won,Small,13182.0,Outbound,"APAC Sales",
935,85,2025-11-27,2025-12-01,,,Qualified,Open,Small,13920.0,Outbound,"EMEA Sales",
936,102,2025-04-13,,,,Lead,Open,Small,14658.0,Partner,"NA Sales",
937,119,2025-12-21,,,,Lead,Open,Medium,67622.0,Outbound,"APAC Sales",
938,136,2025-05-07,2025-05-16,,,Qualified,Open,Medium,68738.0,Outbound,"EMEA Sales",
939,153,2026-01-14,2026-01-22,2026-02-05,2026-03-13,Lost,Lost,Small,16872.0,Inbound,"NA Sales",Budget
940,170,2025-05-31,2025-06-15,2025-06-23,2025-08-11,Won,Won,Medium,70970.0,Outbound,"LATAM Sales",
941,187,2026-02-07,2026-02-09,2026-03-03,2026-04-21,Lost,Lost,Medium,72086.0,Event,"APAC Sales",Budget
942,204,2025-06-24,2025-07-05,2025-07-19,,Proposal,Open,Small,19086.0,Inbound,"EMEA Sales",
943,221,2026-03-03,2026-03-17,,,Qualified,Open,Large,206994.0,Inbound,"NA Sales",
944,238,2025-07-18,,,,Lead,Open,Large,208722.0,Inbound,"APAC Sales",
945,15,2025-07-30,2025-08-12,,,Qualified,Open,Medium,65270.0,Event,"NA Sales",
946,32,2026-04-08,2026-04-21,2026-05-05,2026-06-10,Won,Won,Small,14598.0,Outbound,"NA Sales",
947,49,2025-08-23,2025-08-27,,,Qualified,Open,Medium,67502.0,Inbound,"APAC Sales",
948,66,2025-01-07,,,,Lead,Open,Medium,68618.0,Outbound,"EMEA Sales",
949,83,2025-09-16,,,,Lead,Open,Medium,69734.0,Partner,"NA Sales",
950,100,2025-01-31,2025-02-14,2025-02-22,2025-04-12,Lost,Lost,Medium,70850.0,Event,"APAC Sales",Competitor
951,117,2025-10-10,,,,Lead,Open,Small,18288.0,Event,"EMEA Sales",
952,134,2025-02-24,2025-03-10,2025-03-22,2025-05-06,Lost,Lost,Large,205506.0,Partner,"NA Sales",Competitor
953,151,2025-11-03,2025-11-16,2025-11-22,2026-01-19,Lost,Lost,Large,207234.0,Outbound,"NA Sales",Budget
954,168,2025-03-20,2025-03-23,,,Qualified,Open,Medium,75314.0,Inbound,"APAC Sales",
955,185,2025-11-27,2025-12-01,2025-12-21,2026-01-13,Won,Won,Small,21240.0,Outbound,"EMEA Sales",
956,202,2025-04-13,2025-04-21,2025-05-07,,Proposal,Open,Medium,77546.0,Partner,"NA Sales",
957,219,2025-12-21,2026-01-01,2026-01-29,2026-03-06,Lost,Lost,Medium,78662.0,Event,"APAC Sales",Budget
958,236,2025-05-07,2025-05-13,,,Qualified,Open,Small,23454.0,Event,"EMEA Sales",
959,13,2025-05-19,2025-05-29,,,Qualified,Open,Small,16752.0,Partner,"NA Sales",
960,30,2026-01-26,,,,Lead,Open,Medium,70730.0,Outbound,"APAC Sales",
961,47,2025-06-12,2025-06-25,,,Qualified,Open,Small,18228.0,Inbound,"EMEA Sales",
962,64,2026-02-19,2026-03-03,2026-03-23,2026-04-15,Won,Won,Medium,72962.0,Partner,"NA Sales",
963,81,2025-07-06,2025-07-12,2025-08-01,2025-08-24,Lost,Lost,Large,207474.0,Inbound,"LATAM Sales",Budget
964,98,2026-03-15,2026-03-20,,,Qualified,Open,Small,20442.0,Inbound,"EMEA Sales",
965,115,2025-07-30,2025-08-12,2025-08-20,2025-10-08,Lost,Lost,Medium,76310.0,Inbound,"NA Sales",Budget
966,132,2026-04-08,,,,Lead,Open,Small,21918.0,Inbound,"NA Sales",
967,149,2025-08-23,2025-09-05,2025-09-11,2025-11-08,Lost,Lost,Small,22656.0,Inbound,"APAC Sales",Budget
968,166,2025-01-07,2025-01-10,2025-01-30,2025-02-22,Lost,Lost,Small,23394.0,Partner,"EMEA Sales",Competitor
969,183,2025-09-16,2025-09-18,2025-10-04,,Proposal,Open,Medium,35774.0,Inbound,"NA Sales",
970,200,2025-01-31,2025-02-08,2025-02-22,2025-03-30,Won,Won,Small,24870.0,Outbound,"APAC Sales",
971,217,2025-10-10,,,,Lead,Open,Medium,38006.0,Partner,"EMEA Sales",
972,234,2025-02-24,,,,Lead,Open,Large,93026.0,Event,"NA Sales",
973,11,2025-03-08,2025-03-13,2025-04-12,2025-05-09,Won,Won,Medium,73958.0,Partner,"APAC Sales",
974,28,2025-11-15,2025-11-17,,,Qualified,Open,Large,209442.0,Outbound,"EMEA Sales",
975,45,2025-04-01,2025-04-06,2025-05-06,2025-06-02,Lost,Lost,Medium,76190.0,Inbound,"NA Sales",Budget
976,62,2025-12-09,,,,Lead,Open,Small,21858.0,Event,"LATAM Sales",
977,79,2025-04-25,2025-05-05,,,Qualified,Open,Medium,78422.0,Inbound,"APAC Sales",
978,96,2026-01-02,2026-01-11,2026-02-02,2026-02-16,Won,Won,Large,216354.0,Outbound,"EMEA Sales",
979,113,2025-05-19,2025-05-21,2025-06-24,2025-07-17,Lost,Lost,Small,24072.0,Partner,"NA Sales",Budget
980,130,2026-01-26,2026-01-30,2026-02-27,2026-04-04,Won,Won,Medium,36770.0,Partner,"APAC Sales",
981,147,2025-06-12,,,,Lead,Open,Medium,37886.0,Outbound,"EMEA Sales",
982,164,2026-02-19,2026-02-23,2026-03-15,2026-04-07,Won,Won,Medium,39002.0,Inbound,"NA Sales",
983,181,2025-07-06,2025-07-20,2025-08-05,2025-09-01,Won,Won,Small,27024.0,Event,"LATAM Sales",
984,198,2026-03-15,2026-03-21,2026-04-10,2026-05-03,Lost,Lost,Medium,41234.0,Outbound,"EMEA Sales",Competitor
985,215,2025-07-30,2025-08-03,2025-08-31,2025-10-06,Lost,Lost,Medium,42350.0,Partner,"NA Sales",Budget
986,232,2026-04-08,2026-04-21,2026-04-27,2026-06-24,Won,Won,Medium,43466.0,Event,"NA Sales",
987,9,2026-04-20,2026-05-04,2026-05-24,2026-06-16,Won,Won,Small,22536.0,Partner,"EMEA Sales",
988,26,2025-09-04,2025-09-13,2025-10-05,,Proposal,Open,Medium,79418.0,Partner,"NA Sales",
989,43,2025-01-19,,,,Lead,Open,Small,24012.0,Outbound,"LATAM Sales",
990,60,2025-09-28,2025-10-04,2025-10-20,2025-11-16,Lost,Lost,Large,90050.0,Inbound,"APAC Sales",Competitor
991,77,2025-02-12,2025-02-23,2025-03-03,2025-04-21,Lost,Lost,Large,91778.0,Outbound,"EMEA Sales",Budget
992,94,2025-10-22,2025-11-01,2025-11-29,2026-01-04,Lost,Lost,Small,26226.0,Inbound,"NA Sales",Competitor
993,111,2025-03-08,2025-03-12,,,Qualified,Open,Medium,39998.0,Inbound,"APAC Sales",
994,128,2025-11-15,2025-11-18,2025-12-18,2026-01-14,Lost,Lost,Medium,41114.0,Inbound,"EMEA Sales",Competitor
995,145,2025-04-01,2025-04-14,2025-04-22,2025-06-10,Won,Won,Small,28440.0,Inbound,"NA Sales",
996,162,2025-12-09,,,,Lead,Open,Medium,43346.0,Inbound,"LATAM Sales",
997,179,2025-04-25,2025-05-05,2025-05-21,2025-06-17,Won,Won,Large,102146.0,Partner,"APAC Sales",
998,196,2026-01-02,,,,Lead,Open,Small,12654.0,Inbound,"EMEA Sales",
999,213,2025-05-19,,,,Lead,Open,Small,13392.0,Partner,"NA Sales",
1000,230,2026-01-26,2026-01-30,,,Qualified,Open,Large,107330.0,Event,"APAC Sales",
